name,lon,lat
Т31,30.72361595928669,46.66813200339675
Т51,30.592282013967633,46.80155497044325
Т21,30.763778015971184,46.585317961871624
Т41,30.736726010218263,46.68787498958409
Т61,30.61808000318706,46.714075980708
